VehId,Trip,Timestamp(s),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],elevation[m]
371,2154,0,42.27456083,-83.6740675,12.7699995,245
371,2154,0.8,42.27456083,-83.6740675,13.90999985,245
371,2154,1.1,42.27456083,-83.6740675,13.90999985,245
371,2154,1.9,42.27456083,-83.6740675,19.77000046,245
371,2154,2.9,42.27456083,-83.6740675,24.20999908,245
371,2154,3.1,42.274835,-83.67428333,24.20999908,246
371,2154,4,42.274835,-83.67428333,25.81999969,246
371,2154,5,42.274835,-83.67428333,26.69999886,246
371,2154,5.5,42.274835,-83.67428333,26.69999886,246
371,2154,5.9,42.274835,-83.67428333,26.69999886,246
371,2154,6,42.274835,-83.67428333,28.80999947,246
371,2154,6.1,42.27501611,-83.67451028,28.80999947,245
371,2154,7.1,42.27501611,-83.67451028,31.45999908,245
371,2154,8.2,42.27501611,-83.67451028,35.75,245
371,2154,9.1,42.27487944,-83.67479083,35.75,247
371,2154,9.2,42.27487944,-83.67479083,39.71999741,247
371,2154,10.3,42.27487944,-83.67479083,42.36000061,247
371,2154,11.2,42.27487944,-83.67479083,42.36000061,247
371,2154,11.4,42.27487944,-83.67479083,44.13999939,247
371,2154,12.2,42.27478889,-83.67518583,44.13999939,247
371,2154,12.4,42.27478889,-83.67518583,45.55999756,247
371,2154,13.4,42.27478889,-83.67518583,45.46999741,247
371,2154,14.5,42.27478889,-83.67518583,45.86000061,247
371,2154,15.2,42.27479861,-83.67564,45.86000061,248
371,2154,15.5,42.27479861,-83.67564,47.11000061,248
371,2154,16.2,42.27479861,-83.67564,47.11000061,248
371,2154,16.6,42.27479861,-83.67564,48.02000046,248
371,2154,17.6,42.27479861,-83.67564,48.25,248
371,2154,18.1,42.27476861,-83.67611417,48.25,252
371,2154,18.6,42.27476861,-83.67611417,47.95000076,252
371,2154,19.7,42.27476861,-83.67611417,47.80999756,252
371,2154,20.7,42.27476861,-83.67611417,46.62999725,252
371,2154,21.2,42.27471889,-83.67659194,46.62999725,250
371,2154,21.8,42.27471889,-83.67659194,45.72999954,250
371,2154,22.8,42.27471889,-83.67659194,44.47999954,250
